,epoch,step_label,file_name,losses,accs,preds,Class
0,0,val,V1,0.158,1.0,1.0,1.0
1,0,val,V12,2.093,0.0,1.0,0.0
2,0,train,V75,0.159,1.0,1.0,1.0
3,0,train,V87,1.585,0.0,1.0,0.0
4,0,train,V153,0.207,1.0,1.0,1.0
5,0,train,V184,0.182,1.0,1.0,1.0
6,0,train,V250,0.716,0.0,0.0,1.0
7,0,train,V37,0.628,1.0,0.0,0.0
8,0,train,V183,1.08,0.0,1.0,0.0
9,0,train,V142,0.135,1.0,1.0,1.0
10,0,train,V58,0.171,1.0,1.0,1.0
11,0,train,V68,0.917,0.0,1.0,0.0
12,0,train,V200,0.348,1.0,1.0,1.0
13,0,train,V206,0.137,1.0,1.0,1.0
14,0,train,V96,1.379,0.0,1.0,0.0
15,0,train,V57,2.127,0.0,1.0,0.0
16,0,train,V162,0.264,1.0,1.0,1.0
17,0,train,V191,0.268,1.0,1.0,1.0
18,0,train,V26,0.128,1.0,1.0,1.0
19,0,train,V273,0.618,1.0,1.0,1.0
20,0,train,V238,1.083,0.0,0.0,1.0
21,0,train,V24,0.503,1.0,0.0,0.0
22,0,train,V101,0.489,1.0,0.0,0.0
23,0,train,V193,0.352,1.0,1.0,1.0
24,0,train,V66,0.546,1.0,1.0,1.0
25,0,train,V213,0.685,1.0,0.0,0.0
26,0,train,V175,0.138,1.0,1.0,1.0
27,0,train,V189,0.84,0.0,0.0,1.0
28,0,train,V261,0.56,1.0,1.0,1.0
29,0,train,V239,0.353,1.0,0.0,0.0
30,0,train,V17,0.172,1.0,1.0,1.0
31,0,train,V230,0.389,1.0,0.0,0.0
32,0,train,V157,0.129,1.0,1.0,1.0
33,0,train,V34,0.129,1.0,0.0,0.0
34,0,train,V90,0.148,1.0,1.0,1.0
35,0,train,V135,0.445,1.0,1.0,1.0
36,0,train,V247,2.126,0.0,1.0,0.0
37,0,train,V109,1.252,0.0,1.0,0.0
38,0,train,V209,0.129,1.0,1.0,1.0
39,0,train,V198,0.37,1.0,1.0,1.0
40,0,train,V168,0.142,1.0,1.0,1.0
41,0,train,V236,0.765,0.0,0.0,1.0
42,0,train,V38,0.704,0.0,1.0,0.0
43,0,train,V258,0.127,1.0,1.0,1.0
44,0,train,V125,0.643,1.0,1.0,1.0
45,0,train,V172,1.259,0.0,1.0,0.0
46,0,train,V94,0.127,1.0,1.0,1.0
47,0,train,V43,0.418,1.0,1.0,1.0
48,0,train,V15,0.656,1.0,1.0,1.0
49,0,train,V225,0.69,1.0,0.0,0.0
50,0,train,V80,0.473,1.0,1.0,1.0
51,0,train,V276,0.808,0.0,1.0,0.0
52,0,train,V39,0.23,1.0,1.0,1.0
53,0,train,V128,1.711,0.0,0.0,1.0
54,0,train,V110,0.3,1.0,1.0,1.0
55,0,train,V40,0.6,1.0,1.0,1.0
56,0,train,V196,0.821,0.0,1.0,0.0
57,0,train,V176,0.705,0.0,1.0,0.0
58,0,train,V265,0.127,1.0,1.0,1.0
59,0,train,V245,0.186,1.0,0.0,0.0
60,0,train,V202,0.515,1.0,1.0,1.0
61,0,train,V243,1.096,0.0,0.0,1.0
62,0,train,V253,0.127,1.0,1.0,1.0
63,0,train,V150,0.127,1.0,1.0,1.0
64,0,train,V221,2.097,0.0,1.0,0.0
65,0,train,V63,0.639,1.0,1.0,1.0
66,0,train,V71,0.134,1.0,1.0,1.0
67,0,train,V154,0.685,1.0,1.0,1.0
68,0,train,V220,2.127,0.0,1.0,0.0
69,0,train,V84,2.123,0.0,1.0,0.0
70,0,train,V277,2.127,0.0,1.0,0.0
71,0,train,V188,0.527,1.0,1.0,1.0
72,0,train,V212,0.127,1.0,1.0,1.0
73,0,train,V61,0.444,1.0,1.0,1.0
74,0,train,V194,0.137,1.0,1.0,1.0
75,0,train,V203,0.127,1.0,1.0,1.0
