,epoch,step_label,file_name,losses,accs,preds,Class
0,0,val,V239,3.326,0.0,4.0,3.0
1,0,val,V111,1.887,0.0,4.0,6.0
2,0,train,V56,1.937,0.0,4.0,6.0
3,0,train,V114,2.838,0.0,4.0,2.0
4,0,train,V80,1.794,0.0,6.0,5.0
5,0,train,V22,2.356,0.0,6.0,2.0
6,0,train,V174,1.513,1.0,6.0,6.0
7,0,train,V264,1.403,1.0,6.0,6.0
8,0,train,V26,1.673,0.0,6.0,5.0
9,0,train,V57,3.646,0.0,6.0,0.0
10,0,train,V128,1.23,1.0,6.0,6.0
11,0,train,V201,2.552,0.0,6.0,4.0
12,0,train,V160,1.551,0.0,6.0,7.0
13,0,train,V163,1.108,1.0,6.0,6.0
14,0,train,V182,1.695,0.0,6.0,5.0
15,0,train,V100,3.551,0.0,6.0,1.0
16,0,train,V87,5.268,0.0,6.0,3.0
17,0,train,V20,3.615,0.0,6.0,1.0
18,0,train,V248,3.218,0.0,6.0,0.0
19,0,train,V127,1.603,0.0,6.0,7.0
20,0,train,V143,1.274,1.0,6.0,6.0
21,0,train,V65,1.705,0.0,6.0,5.0
22,0,train,V162,1.523,0.0,6.0,7.0
23,0,train,V14,1.629,0.0,6.0,5.0
24,0,train,V243,1.164,1.0,6.0,6.0
25,0,train,V178,2.738,0.0,6.0,0.0
26,0,train,V157,1.504,0.0,6.0,7.0
27,0,train,V212,2.489,0.0,6.0,4.0
28,0,train,V60,2.607,0.0,6.0,0.0
29,0,train,V8,1.56,0.0,6.0,5.0
30,0,train,V102,2.446,0.0,6.0,0.0
31,0,train,V45,1.357,1.0,6.0,6.0
32,0,train,V54,1.358,1.0,6.0,6.0
33,0,train,V137,1.453,0.0,6.0,7.0
34,0,train,V104,2.527,0.0,6.0,2.0
35,0,train,V135,1.576,0.0,6.0,5.0
36,0,train,V97,2.52,0.0,6.0,2.0
37,0,train,V36,2.577,0.0,6.0,2.0
38,0,train,V12,3.165,0.0,6.0,1.0
39,0,train,V101,1.767,1.0,0.0,0.0
40,0,train,V35,2.8,0.0,0.0,4.0
41,0,train,V256,1.674,0.0,0.0,5.0
42,0,train,V245,4.965,0.0,0.0,3.0
43,0,train,V96,2.29,0.0,0.0,2.0
44,0,train,V241,2.602,0.0,0.0,4.0
45,0,train,V226,1.575,0.0,2.0,5.0
46,0,train,V71,1.716,0.0,0.0,6.0
47,0,train,V70,1.754,1.0,0.0,0.0
48,0,train,V24,2.97,0.0,0.0,1.0
49,0,train,V15,1.668,0.0,0.0,7.0
50,0,train,V34,4.65,0.0,2.0,3.0
51,0,train,V257,1.586,0.0,0.0,7.0
52,0,train,V117,4.247,0.0,2.0,3.0
53,0,train,V124,1.451,0.0,0.0,7.0
54,0,train,V110,1.585,0.0,2.0,5.0
55,0,train,V51,1.501,0.0,0.0,7.0
56,0,train,V276,3.562,0.0,0.0,3.0
57,0,train,V171,2.492,0.0,0.0,4.0
58,0,train,V116,3.237,0.0,5.0,3.0
59,0,train,V99,2.062,0.0,2.0,6.0
60,0,train,V39,1.304,0.0,3.0,7.0
61,0,train,V106,2.794,0.0,3.0,1.0
62,0,train,V85,2.91,0.0,3.0,1.0
63,0,train,V253,1.322,0.0,3.0,7.0
64,0,train,V227,2.567,0.0,3.0,2.0
65,0,train,V108,2.532,0.0,3.0,1.0
66,0,train,V25,2.558,0.0,3.0,1.0
67,0,train,V266,2.411,0.0,3.0,2.0
68,0,train,V251,2.25,0.0,3.0,2.0
69,0,train,V119,3.239,0.0,3.0,0.0
70,0,train,V262,1.226,0.0,3.0,7.0
71,0,train,V172,2.205,0.0,3.0,1.0
72,0,train,V170,1.199,0.0,3.0,7.0
73,0,train,V240,2.345,0.0,1.0,6.0
74,0,train,V122,1.916,0.0,1.0,5.0
75,0,train,V277,2.89,0.0,1.0,3.0
76,0,train,V120,1.187,0.0,1.0,7.0
77,0,train,V44,1.802,1.0,2.0,2.0
78,0,train,V176,2.747,0.0,1.0,3.0
79,0,train,V149,1.159,0.0,1.0,7.0
80,0,train,V203,2.789,0.0,3.0,4.0
81,0,train,V155,2.177,0.0,1.0,5.0
82,0,train,V186,1.836,0.0,1.0,2.0
83,0,train,V207,2.438,0.0,1.0,6.0
