,epoch,step_label,file_name,losses,accs,preds,Class
0,0,val,V131,1.396,0.0,6.0,0.0
1,0,val,V10,1.5,0.0,6.0,0.0
2,0,train,V75,1.311,1.0,6.0,6.0
3,0,train,V55,2.207,0.0,6.0,0.0
4,0,train,V103,3.207,0.0,6.0,5.0
5,0,train,V205,2.207,0.0,6.0,3.0
6,0,train,V37,2.207,0.0,6.0,0.0
7,0,train,V261,2.207,0.0,6.0,7.0
8,0,train,V179,2.207,0.0,6.0,0.0
9,0,train,V35,2.207,0.0,6.0,4.0
10,0,train,V31,2.207,0.0,6.0,2.0
11,0,train,V126,3.207,0.0,6.0,5.0
12,0,train,V178,2.207,0.0,6.0,0.0
13,0,train,V170,2.207,0.0,6.0,7.0
14,0,train,V225,2.207,0.0,6.0,0.0
15,0,train,V4,3.207,0.0,6.0,5.0
16,0,train,V207,1.207,1.0,6.0,6.0
17,0,train,V206,1.207,1.0,6.0,6.0
18,0,train,V158,1.207,1.0,6.0,6.0
19,0,train,V12,2.207,0.0,6.0,1.0
20,0,train,V155,3.207,0.0,6.0,5.0
21,0,train,V271,2.207,0.0,6.0,1.0
22,0,train,V48,2.207,0.0,6.0,7.0
23,0,train,V140,2.207,0.0,6.0,1.0
24,0,train,V83,3.207,0.0,6.0,5.0
25,0,train,V173,2.207,0.0,6.0,2.0
26,0,train,V1,2.207,0.0,6.0,7.0
27,0,train,V266,2.207,0.0,6.0,2.0
28,0,train,V125,2.207,0.0,6.0,7.0
29,0,train,V183,2.207,0.0,6.0,2.0
30,0,train,V68,2.207,0.0,6.0,0.0
31,0,train,V99,1.207,1.0,6.0,6.0
32,0,train,V77,2.207,0.0,6.0,1.0
33,0,train,V201,2.207,0.0,6.0,4.0
34,0,train,V223,2.207,0.0,6.0,3.0
35,0,train,V166,2.207,0.0,6.0,0.0
36,0,train,V25,2.207,0.0,6.0,1.0
37,0,train,V58,3.207,0.0,6.0,5.0
38,0,train,V152,2.207,0.0,6.0,7.0
39,0,train,V97,2.207,0.0,6.0,2.0
40,0,train,V109,2.207,0.0,6.0,3.0
